age,country,visa_type,employment_status,financial_support,travel_history,purpose,duration,sponsorship,risk_score,risk_flag
32,South Africa,Work,Employed,2000,2,Employment,225,Yes,1.5,0
39,UK,Business,Employed,9253,4,Business Meeting,21,No,1.0,0
53,Nigeria,Work,Employed,6639,1,Employment,134,Yes,3.5,0
48,Pakistan,Work,Student,9228,3,Employment,181,Yes,3.5,0
38,Germany,Student,Unemployed,645,3,Education,7,No,4.5,1
59,India,Work,Employed,2000,3,Employment,233,Yes,2.5,0
29,Nigeria,Business,Student,4550,0,Business Meeting,32,Yes,3.5,0
43,Nigeria,Business,Employed,6434,2,Business Meeting,20,No,4.0,1
20,Germany,Tourist,Employed,2000,0,Leisure,8,No,1.5,0
36,USA,Business,Self-Employed,10564,0,Business Meeting,22,No,1.5,0
26,Pakistan,Business,Employed,5325,4,Business Meeting,20,No,4.0,1
28,USA,Business,Unemployed,1103,2,Business Meeting,41,No,4.5,1
39,Nigeria,Student,Employed,2568,0,Education,31,No,4.5,1
57,Ghana,Business,Student,2000,2,Business Meeting,20,No,3.0,0
43,India,Tourist,Employed,6479,5,Leisure,7,No,3.0,0
18,Kenya,Student,Employed,2419,2,Education,43,No,3.0,0
39,Germany,Student,Employed,7584,5,Education,37,No,1.0,0
59,Germany,Student,Unemployed,1792,2,Education,41,Yes,2.0,0
47,India,Student,Employed,2682,2,Education,26,No,3.0,0
25,Germany,Student,Employed,6148,2,Education,27,Yes,0.0,0
48,Ghana,Work,Employed,2000,3,Employment,131,Yes,2.5,0
41,Egypt,Business,Student,5920,1,Business Meeting,34,No,3.0,0
60,South Africa,Work,Student,4578,3,Employment,179,Yes,1.5,0
23,Egypt,Business,Employed,5734,1,Business Meeting,24,No,3.0,0
25,Egypt,Tourist,Student,5223,0,Leisure,25,No,3.5,0
28,Ghana,Student,Student,5719,4,Education,33,No,3.0,0
55,Kenya,Business,Employed,5678,3,Business Meeting,36,No,3.0,0
47,Nigeria,Work,Employed,11197,4,Employment,313,Yes,3.5,0
54,Pakistan,Tourist,Employed,2215,4,Family Visit,7,No,4.0,1
34,UK,Tourist,Student,12222,4,Leisure,7,Yes,0.0,0
22,USA,Tourist,Self-Employed,11882,0,Leisure,21,No,1.5,0
20,Pakistan,Student,Employed,4604,2,Education,28,No,4.0,1
41,UK,Business,Employed,6797,3,Business Meeting,56,No,1.0,0
42,UK,Tourist,Unemployed,667,2,Leisure,20,No,4.5,1
25,USA,Work,Self-Employed,7131,2,Employment,178,Yes,0.5,0
51,UK,Work,Student,2000,2,Employment,129,Yes,0.5,0
18,Kenya,Tourist,Self-Employed,2000,3,Family Visit,35,No,3.0,0
45,South Africa,Business,Student,7563,2,Business Meeting,39,Yes,1.0,0
27,USA,Student,Employed,9497,1,Education,26,No,1.0,0
20,India,Business,Unemployed,932,1,Business Meeting,45,No,6.5,1
33,Nigeria,Work,Employed,11871,3,Employment,165,Yes,3.5,0
20,Egypt,Business,Employed,9436,1,Business Meeting,22,No,3.0,0
33,Nigeria,Tourist,Employed,4393,0,Leisure,19,No,4.5,1
26,Nigeria,Student,Employed,8175,1,Education,37,No,4.0,1
38,Egypt,Student,Employed,8401,4,Education,41,No,3.0,0
32,South Africa,Business,Employed,3539,2,Business Meeting,29,Yes,1.0,0
29,Egypt,Business,Employed,3622,2,Business Meeting,25,Yes,2.0,0
59,USA,Business,Student,6090,1,Business Meeting,39,No,1.0,0
44,UK,Work,Employed,10365,1,Employment,180,Yes,0.5,0
52,Ghana,Business,Employed,5515,2,Business Meeting,19,Yes,2.0,0
47,Ghana,Tourist,Employed,8488,2,Family Visit,12,No,3.0,0
42,Ghana,Work,Employed,6236,3,Employment,181,Yes,2.5,0
59,USA,Tourist,Self-Employed,6023,3,Family Visit,21,Yes,0.0,0
21,Kenya,Student,Employed,2683,5,Education,41,No,3.0,0
22,Nigeria,Work,Student,3783,1,Employment,233,Yes,3.5,0
60,Egypt,Work,Employed,7005,1,Employment,123,Yes,2.5,0
37,USA,Tourist,Employed,4121,2,Leisure,14,No,1.0,0
48,India,Work,Unemployed,1412,1,Employment,127,Yes,6.0,1
43,Kenya,Work,Employed,2000,6,Employment,130,Yes,2.5,0
42,Germany,Business,Employed,5803,3,Business Meeting,59,No,1.0,0
41,Germany,Business,Employed,7566,6,Business Meeting,17,No,1.0,0
38,Pakistan,Work,Employed,7847,0,Employment,252,Yes,4.0,1
20,UK,Work,Student,7223,1,Employment,172,Yes,0.5,0
34,Nigeria,Business,Employed,2000,2,Business Meeting,26,Yes,3.0,0
42,Kenya,Work,Employed,4640,4,Employment,267,Yes,2.5,0
34,USA,Business,Self-Employed,5180,2,Business Meeting,35,No,1.0,0
47,Pakistan,Work,Student,7129,3,Employment,125,Yes,3.5,0
28,USA,Work,Student,3298,1,Employment,218,Yes,0.5,0
29,Pakistan,Tourist,Employed,4367,0,Leisure,12,No,4.5,1
18,Nigeria,Business,Employed,2000,1,Business Meeting,31,No,4.0,1
27,India,Tourist,Employed,2000,0,Family Visit,7,No,3.5,0
58,Egypt,Business,Unemployed,885,2,Business Meeting,15,Yes,5.5,1
53,South Africa,Business,Employed,5767,4,Business Meeting,30,No,2.0,0
52,Germany,Student,Employed,8146,3,Education,40,No,1.0,0
29,UK,Tourist,Self-Employed,8018,0,Leisure,18,Yes,0.5,0
51,Egypt,Student,Student,8942,2,Education,18,Yes,2.0,0
23,UK,Student,Self-Employed,6494,1,Education,30,No,1.0,0
32,Kenya,Student,Unemployed,1086,3,Education,33,No,6.5,1
23,Nigeria,Business,Employed,5690,2,Business Meeting,5,No,4.0,1
58,Nigeria,Tourist,Student,7611,0,Leisure,14,No,4.5,1
59,UK,Student,Employed,2219,1,Education,20,No,1.0,0
51,India,Tourist,Employed,9844,3,Family Visit,17,Yes,2.0,0
35,India,Tourist,Employed,10741,3,Family Visit,7,Yes,2.0,0
55,Kenya,Work,Student,8962,1,Employment,175,Yes,2.5,0
22,UK,Student,Employed,3494,0,Education,61,Yes,0.5,0
52,UK,Student,Employed,6113,3,Education,38,No,1.0,0
50,India,Student,Employed,8524,3,Education,20,No,3.0,0
39,India,Business,Self-Employed,5397,1,Business Meeting,11,No,3.0,0
46,Germany,Business,Employed,7343,2,Business Meeting,35,No,1.0,0
45,UK,Work,Unemployed,500,2,Employment,207,Yes,4.0,1
23,UK,Student,Student,6488,0,Education,30,No,1.5,0
35,India,Work,Employed,7277,3,Employment,181,Yes,2.5,0
42,Ghana,Student,Employed,8159,3,Education,10,Yes,2.0,0
46,Germany,Student,Student,5060,0,Education,29,Yes,0.5,0
29,India,Business,Employed,7855,2,Business Meeting,26,No,3.0,0
24,UK,Tourist,Employed,8646,1,Leisure,10,No,1.0,0
42,USA,Tourist,Employed,4689,2,Family Visit,13,No,1.0,0
33,South Africa,Work,Unemployed,621,2,Employment,86,Yes,4.5,1
26,Ghana,Student,Employed,4051,5,Education,49,No,3.0,0
28,India,Business,Employed,3946,2,Business Meeting,41,Yes,2.0,0
41,India,Student,Self-Employed,3869,1,Education,21,No,3.0,0
56,Pakistan,Work,Employed,2000,0,Employment,181,Yes,4.0,1
37,Ghana,Tourist,Self-Employed,4778,4,Family Visit,18,No,3.0,0
39,UK,Business,Employed,3584,6,Business Meeting,44,No,1.0,0
26,Egypt,Student,Employed,2000,1,Education,29,No,3.0,0
48,Kenya,Student,Employed,8660,1,Education,23,No,3.0,0
36,USA,Business,Self-Employed,2000,4,Business Meeting,32,No,1.0,0
42,USA,Student,Student,3143,2,Education,36,No,1.0,0
54,India,Work,Employed,4487,2,Employment,175,Yes,2.5,0
29,South Africa,Tourist,Self-Employed,8070,0,Family Visit,7,No,2.5,0
46,Kenya,Student,Student,2738,1,Education,13,Yes,2.0,0
49,UK,Work,Unemployed,1339,3,Employment,111,Yes,4.0,1
34,Kenya,Work,Student,9582,2,Employment,121,Yes,2.5,0
22,UK,Business,Self-Employed,10379,1,Business Meeting,4,No,1.0,0
52,UK,Business,Employed,11406,4,Business Meeting,35,No,1.0,0
52,USA,Tourist,Employed,7951,3,Leisure,7,No,1.0,0
28,USA,Tourist,Employed,11987,5,Family Visit,35,No,1.0,0
45,USA,Tourist,Employed,6690,4,Family Visit,17,Yes,0.0,0
53,South Africa,Work,Employed,2102,7,Employment,106,Yes,1.5,0
47,UK,Work,Employed,7362,2,Employment,147,Yes,0.5,0
48,Nigeria,Tourist,Employed,2000,4,Leisure,11,Yes,3.0,0
40,Ghana,Student,Employed,11457,4,Education,30,No,3.0,0
48,South Africa,Student,Employed,4563,4,Education,17,No,2.0,0
38,Pakistan,Tourist,Employed,9334,2,Leisure,27,Yes,3.0,0
59,USA,Tourist,Unemployed,815,2,Leisure,15,No,4.5,1
51,Kenya,Work,Employed,9749,3,Employment,89,Yes,2.0,0
53,USA,Business,Self-Employed,3889,2,Business Meeting,43,Yes,0.0,0
58,UK,Work,Employed,5532,5,Employment,147,Yes,0.5,0
43,UK,Tourist,Student,4759,1,Leisure,15,No,1.0,0
42,UK,Tourist,Student,7031,0,Leisure,13,Yes,0.5,0
54,India,Tourist,Student,2015,1,Leisure,14,No,3.0,0
47,Kenya,Tourist,Employed,10540,3,Family Visit,9,No,3.0,0
56,USA,Business,Unemployed,585,1,Business Meeting,20,No,4.5,1
40,USA,Business,Unemployed,1474,2,Business Meeting,10,No,4.5,1
57,Germany,Tourist,Unemployed,726,3,Family Visit,12,Yes,3.5,0
25,Germany,Work,Employed,8434,2,Employment,111,Yes,0.5,0
50,Ghana,Business,Employed,7966,3,Business Meeting,6,Yes,2.0,0
45,UK,Work,Employed,5355,4,Employment,196,Yes,0.5,0
59,South Africa,Work,Employed,2000,4,Employment,210,Yes,1.5,0
36,Pakistan,Work,Employed,3406,4,Employment,171,Yes,3.5,0
57,Pakistan,Tourist,Student,11248,2,Leisure,23,No,4.0,1
42,Kenya,Business,Employed,7077,0,Business Meeting,38,No,3.5,0
49,Pakistan,Work,Employed,3648,2,Employment,138,Yes,3.5,0
32,Nigeria,Student,Employed,11115,2,Education,25,Yes,3.0,0
28,Germany,Business,Employed,7499,2,Business Meeting,37,No,1.0,0
53,Pakistan,Tourist,Employed,10251,2,Family Visit,18,No,4.0,1
52,USA,Tourist,Student,8049,2,Family Visit,12,No,1.0,0
24,UK,Work,Employed,8431,4,Employment,163,Yes,0.5,0
46,Nigeria,Student,Employed,4182,3,Education,55,No,4.0,1
25,Pakistan,Work,Employed,4351,1,Employment,231,Yes,3.5,0
40,Egypt,Business,Employed,6076,1,Business Meeting,1,Yes,2.0,0
31,Kenya,Tourist,Employed,4520,2,Family Visit,24,No,3.0,0
38,Ghana,Student,Employed,7628,4,Education,14,Yes,2.0,0
24,South Africa,Work,Self-Employed,2744,1,Employment,130,Yes,1.5,0
21,UK,Student,Student,2000,2,Education,10,Yes,0.0,0
33,Ghana,Work,Student,2563,3,Employment,98,Yes,2.5,0
43,Kenya,Business,Employed,9194,4,Business Meeting,-2,No,3.0,0
42,UK,Business,Employed,7260,2,Business Meeting,39,No,1.0,0
43,India,Student,Unemployed,506,2,Education,38,No,6.5,1
49,Pakistan,Student,Employed,8927,2,Education,43,No,4.0,1
47,India,Student,Student,5156,1,Education,36,No,3.0,0
31,UK,Business,Student,6317,2,Business Meeting,7,No,1.0,0
36,USA,Student,Employed,2000,4,Education,21,Yes,0.0,0
39,Pakistan,Tourist,Employed,10025,3,Family Visit,7,Yes,3.0,0
46,Ghana,Business,Employed,9045,2,Business Meeting,26,No,3.0,0
26,Kenya,Student,Employed,3223,1,Education,33,No,3.0,0
23,Germany,Student,Employed,3012,2,Education,39,No,1.0,0
21,Ghana,Business,Unemployed,500,0,Business Meeting,33,No,7.0,1
45,Kenya,Tourist,Student,13862,2,Leisure,7,Yes,2.0,0
26,India,Work,Employed,9733,3,Employment,187,Yes,2.5,0
18,Pakistan,Tourist,Unemployed,880,0,Leisure,24,No,8.0,1
26,UK,Business,Employed,3599,3,Business Meeting,29,No,1.0,0
24,India,Student,Employed,8545,1,Education,-3,Yes,2.0,0
26,UK,Work,Employed,4179,2,Employment,192,Yes,0.5,0
18,Egypt,Work,Employed,2766,1,Employment,138,Yes,2.5,0
58,Kenya,Work,Self-Employed,5439,4,Employment,142,Yes,2.5,0
46,Egypt,Work,Employed,7954,1,Employment,111,Yes,2.5,0
26,India,Tourist,Employed,7796,1,Family Visit,18,No,3.0,0
38,UK,Work,Employed,7371,4,Employment,267,Yes,0.5,0
33,India,Student,Student,9222,1,Education,52,No,3.0,0
31,Germany,Work,Student,6452,6,Employment,172,Yes,0.5,0
59,Germany,Tourist,Student,2902,2,Leisure,16,No,1.0,0
33,India,Business,Unemployed,684,1,Business Meeting,14,Yes,5.5,1
41,Nigeria,Student,Employed,8551,2,Education,27,No,4.0,1
44,Egypt,Student,Employed,3276,5,Education,52,Yes,2.0,0
22,Pakistan,Tourist,Employed,6515,1,Leisure,17,Yes,3.0,0
21,Nigeria,Business,Employed,7791,1,Business Meeting,15,No,4.0,1
44,South Africa,Business,Student,8544,3,Business Meeting,11,Yes,1.0,0
52,South Africa,Work,Employed,6781,2,Employment,147,Yes,1.5,0
23,Germany,Work,Self-Employed,5002,1,Employment,209,Yes,0.5,0
52,Ghana,Student,Employed,2293,7,Education,47,No,3.0,0
37,India,Business,Student,3878,0,Business Meeting,31,No,3.5,0
33,Nigeria,Tourist,Self-Employed,8270,3,Leisure,18,No,4.0,1
21,Egypt,Student,Unemployed,500,0,Education,26,No,7.0,1
25,Ghana,Tourist,Student,9644,1,Leisure,9,Yes,2.0,0
51,USA,Student,Employed,2396,0,Education,40,Yes,0.5,0
25,Germany,Tourist,Employed,7866,1,Family Visit,23,Yes,0.0,0
34,India,Tourist,Employed,7160,7,Family Visit,21,Yes,2.0,0
28,Egypt,Student,Employed,3544,2,Education,52,No,3.0,0
25,Egypt,Work,Student,5380,1,Employment,213,Yes,2.5,0
20,Nigeria,Tourist,Employed,9355,2,Family Visit,17,No,4.0,1
29,Ghana,Tourist,Employed,11862,3,Family Visit,10,Yes,2.0,0
44,Kenya,Student,Employed,11887,3,Education,30,Yes,2.0,0
25,USA,Tourist,Employed,9692,1,Leisure,25,No,1.0,0
47,India,Student,Student,11961,2,Education,22,No,3.0,0
53,India,Business,Employed,7569,6,Business Meeting,49,Yes,2.0,0
37,Egypt,Work,Employed,6723,4,Employment,110,Yes,2.5,0
49,Egypt,Work,Student,3577,4,Employment,171,Yes,2.5,0
33,South Africa,Work,Employed,7888,3,Employment,131,Yes,1.5,0
19,UK,Work,Employed,6759,3,Employment,229,Yes,0.5,0
39,Nigeria,Tourist,Student,4450,4,Family Visit,12,No,4.0,1
24,Germany,Work,Employed,4001,1,Employment,169,Yes,0.5,0
44,Kenya,Business,Self-Employed,2000,0,Business Meeting,26,No,3.5,0
35,Ghana,Tourist,Employed,5231,6,Leisure,12,No,3.0,0
44,South Africa,Student,Employed,2955,1,Education,18,No,2.0,0
24,Egypt,Work,Unemployed,1684,0,Employment,111,Yes,5.0,1
22,UK,Tourist,Employed,7785,1,Leisure,10,Yes,0.0,0
38,Germany,Business,Student,5905,3,Business Meeting,17,No,1.0,0
46,USA,Student,Employed,6551,2,Education,70,No,1.0,0
55,Ghana,Tourist,Employed,3460,3,Leisure,13,No,3.0,0
44,USA,Tourist,Employed,2442,6,Leisure,7,No,1.0,0
34,Pakistan,Tourist,Employed,5163,3,Family Visit,19,No,4.0,1
20,Egypt,Work,Student,9740,0,Employment,176,Yes,3.0,0
27,USA,Tourist,Student,5180,0,Family Visit,21,No,1.5,0
37,Nigeria,Student,Student,10688,0,Education,25,Yes,3.5,0
46,UK,Work,Employed,6785,3,Employment,104,Yes,0.5,0
26,India,Tourist,Employed,2000,1,Leisure,20,Yes,2.0,0
41,UK,Tourist,Employed,2125,2,Family Visit,16,No,1.0,0
19,India,Tourist,Employed,4355,3,Family Visit,19,No,3.0,0
39,India,Tourist,Employed,9653,1,Family Visit,10,Yes,2.0,0
45,Egypt,Business,Employed,9539,3,Business Meeting,32,No,3.0,0
29,UK,Student,Employed,7225,1,Education,25,Yes,0.0,0
46,Germany,Work,Employed,7604,3,Employment,253,Yes,0.5,0
57,Egypt,Work,Unemployed,984,1,Employment,125,Yes,6.0,1
44,Pakistan,Business,Employed,3190,3,Business Meeting,19,Yes,3.0,0
44,Ghana,Work,Unemployed,696,2,Employment,207,Yes,6.0,1
33,South Africa,Tourist,Self-Employed,9514,1,Family Visit,11,No,2.0,0
40,Pakistan,Student,Employed,4201,5,Education,13,Yes,3.0,0
56,USA,Work,Employed,6169,3,Employment,149,Yes,0.5,0
21,Germany,Business,Employed,2000,0,Business Meeting,25,No,1.5,0
28,Kenya,Tourist,Employed,4290,2,Leisure,16,Yes,2.0,0
32,Nigeria,Business,Employed,9663,2,Business Meeting,22,No,4.0,1
29,Ghana,Work,Employed,3807,4,Employment,225,Yes,2.5,0
55,USA,Tourist,Student,10601,1,Family Visit,14,No,1.0,0
27,Egypt,Work,Student,7516,0,Employment,191,Yes,3.0,0
52,Pakistan,Student,Employed,10734,5,Education,44,Yes,3.0,0
32,Nigeria,Work,Employed,8628,3,Employment,268,Yes,3.5,0
18,Pakistan,Student,Self-Employed,2000,0,Education,24,Yes,3.5,0
39,Ghana,Work,Self-Employed,4594,1,Employment,110,Yes,2.5,0
21,USA,Tourist,Employed,2713,3,Leisure,16,No,1.0,0
41,South Africa,Tourist,Employed,12226,6,Family Visit,11,No,2.0,0
37,USA,Student,Employed,3153,6,Education,56,Yes,0.0,0
58,UK,Business,Unemployed,748,2,Business Meeting,22,Yes,3.5,0
57,South Africa,Student,Employed,7057,3,Education,21,No,2.0,0
42,Ghana,Student,Student,2000,1,Education,59,Yes,2.0,0
18,Ghana,Business,Student,8734,0,Business Meeting,31,No,3.5,0
20,Egypt,Work,Unemployed,1426,3,Employment,255,Yes,6.0,1
32,Egypt,Tourist,Self-Employed,5349,1,Leisure,20,No,3.0,0
33,India,Student,Self-Employed,7400,0,Education,37,Yes,2.5,0
60,India,Student,Employed,2609,2,Education,66,Yes,2.0,0
22,Kenya,Student,Employed,6446,1,Education,19,Yes,2.0,0
21,Nigeria,Business,Employed,7270,0,Business Meeting,61,No,4.5,1
44,Ghana,Business,Student,6773,4,Business Meeting,11,No,3.0,0
24,UK,Business,Student,5802,0,Business Meeting,36,No,1.5,0
28,Kenya,Business,Employed,4759,2,Business Meeting,58,No,3.0,0
19,Germany,Student,Employed,2000,3,Education,45,Yes,0.0,0
28,USA,Business,Employed,9460,1,Business Meeting,22,Yes,0.0,0
39,India,Business,Student,5795,2,Business Meeting,17,No,3.0,0
56,Ghana,Business,Employed,9600,3,Business Meeting,23,Yes,2.0,0
30,Kenya,Business,Unemployed,1095,1,Business Meeting,36,No,6.5,1
34,South Africa,Student,Employed,2000,4,Education,20,Yes,1.0,0
54,UK,Business,Employed,5595,3,Business Meeting,19,No,1.0,0
23,UK,Student,Student,5350,1,Education,20,No,1.0,0
30,Pakistan,Tourist,Employed,7209,2,Leisure,16,No,4.0,1
48,India,Tourist,Employed,5134,3,Family Visit,8,No,3.0,0
23,Germany,Business,Employed,2393,1,Business Meeting,24,No,1.0,0
29,USA,Business,Employed,5719,2,Business Meeting,22,No,1.0,0
32,Germany,Student,Employed,6042,7,Education,6,Yes,0.0,0
23,India,Student,Student,10393,1,Education,21,No,3.0,0
32,Egypt,Tourist,Student,10879,1,Family Visit,10,No,3.0,0
54,Pakistan,Work,Employed,6455,4,Employment,255,Yes,3.5,0
43,India,Tourist,Employed,5830,3,Leisure,22,Yes,2.0,0
29,Pakistan,Work,Self-Employed,5716,1,Employment,205,Yes,3.5,0
26,Kenya,Tourist,Employed,9125,3,Family Visit,18,Yes,2.0,0
56,Ghana,Student,Employed,10948,3,Education,46,No,3.0,0
23,India,Business,Employed,2120,2,Business Meeting,38,No,3.0,0
51,Germany,Business,Self-Employed,5016,3,Business Meeting,24,Yes,0.0,0
55,Egypt,Business,Employed,3478,0,Business Meeting,26,Yes,2.5,0
55,Egypt,Tourist,Self-Employed,9146,1,Leisure,25,No,3.0,0
40,South Africa,Business,Employed,7473,2,Business Meeting,24,No,2.0,0
56,Egypt,Business,Employed,6250,1,Business Meeting,22,Yes,2.0,0
57,Ghana,Business,Employed,5452,2,Business Meeting,30,No,3.0,0
33,USA,Tourist,Student,2000,3,Family Visit,24,No,1.0,0
39,Nigeria,Student,Employed,7420,2,Education,25,No,4.0,1
32,India,Work,Employed,9630,2,Employment,163,Yes,2.5,0
38,Pakistan,Student,Student,5668,2,Education,16,No,4.0,1
30,India,Business,Employed,8032,0,Business Meeting,18,No,3.5,0
51,Pakistan,Student,Student,2000,1,Education,24,No,4.0,1
22,Ghana,Student,Student,2287,2,Education,31,No,3.0,0
54,South Africa,Tourist,Employed,5484,2,Leisure,12,No,2.0,0
20,Kenya,Business,Employed,4830,0,Business Meeting,32,No,3.5,0
35,Kenya,Student,Student,10703,1,Education,17,No,3.0,0
19,India,Work,Employed,7570,2,Employment,160,Yes,2.5,0
46,Egypt,Work,Self-Employed,2000,4,Employment,149,Yes,2.5,0
55,Pakistan,Student,Employed,7445,3,Education,19,No,4.0,1
23,Germany,Student,Employed,7815,3,Education,46,Yes,0.0,0
31,Egypt,Work,Unemployed,500,2,Employment,285,Yes,6.0,1
35,Kenya,Business,Employed,4883,5,Business Meeting,36,No,3.0,0
48,Nigeria,Work,Unemployed,523,3,Employment,139,Yes,7.0,1
18,Egypt,Work,Employed,8701,2,Employment,207,Yes,2.5,0
59,Germany,Student,Employed,10869,4,Education,43,No,1.0,0
47,USA,Student,Employed,2849,3,Education,41,No,1.0,0
57,South Africa,Business,Employed,6851,1,Business Meeting,15,Yes,1.0,0
53,USA,Student,Employed,3459,4,Education,48,Yes,0.0,0
39,India,Student,Unemployed,907,0,Education,25,No,7.0,1
59,Germany,Student,Employed,2787,2,Education,58,No,1.0,0
21,Kenya,Business,Unemployed,1109,0,Business Meeting,31,No,7.0,1
59,Nigeria,Business,Self-Employed,6554,2,Business Meeting,44,Yes,3.0,0
43,UK,Business,Student,6588,2,Business Meeting,18,No,1.0,0
30,Egypt,Student,Student,7323,0,Education,19,Yes,2.5,0
58,South Africa,Business,Self-Employed,11704,5,Business Meeting,33,No,2.0,0
37,South Africa,Work,Student,7957,2,Employment,111,Yes,1.5,0
29,South Africa,Student,Employed,3286,2,Education,47,Yes,1.0,0
53,Germany,Work,Self-Employed,3719,3,Employment,197,Yes,0.5,0
59,USA,Tourist,Employed,2107,0,Leisure,8,No,1.5,0
44,Germany,Student,Employed,9510,3,Education,32,No,1.0,0
25,Pakistan,Business,Employed,2000,2,Business Meeting,43,No,4.0,1
57,Egypt,Tourist,Employed,5151,1,Leisure,9,No,3.0,0
51,UK,Student,Employed,5905,6,Education,34,No,1.0,0
26,Ghana,Work,Employed,11029,2,Employment,123,Yes,2.5,0
47,Egypt,Work,Employed,3249,7,Employment,199,Yes,2.5,0
23,Ghana,Business,Employed,4621,2,Business Meeting,3,No,3.0,0
58,USA,Tourist,Employed,5838,2,Family Visit,7,Yes,0.0,0
54,Ghana,Work,Employed,9541,3,Employment,316,Yes,2.5,0
26,India,Business,Unemployed,1985,0,Business Meeting,29,No,5.5,1
42,Pakistan,Tourist,Employed,8741,6,Leisure,7,No,4.0,1
38,Nigeria,Work,Employed,7796,3,Employment,124,Yes,3.5,0
58,Nigeria,Work,Employed,4877,4,Employment,170,Yes,3.5,0
37,USA,Work,Employed,5146,3,Employment,275,Yes,0.5,0
55,South Africa,Student,Employed,7284,1,Education,31,No,2.0,0
36,Germany,Business,Student,6235,1,Business Meeting,-1,No,1.0,0
45,USA,Work,Employed,2540,2,Employment,78,Yes,0.0,0
40,Pakistan,Work,Employed,10750,2,Employment,112,Yes,3.5,0
19,UK,Work,Employed,7201,1,Employment,187,Yes,0.5,0
31,Ghana,Tourist,Employed,10352,2,Leisure,26,Yes,2.0,0
42,Nigeria,Student,Student,2646,2,Education,24,No,4.0,1
21,Egypt,Tourist,Unemployed,2082,2,Leisure,22,Yes,4.0,1
44,India,Business,Employed,6554,1,Business Meeting,50,No,3.0,0
27,Pakistan,Work,Unemployed,897,0,Employment,228,Yes,7.5,1
37,Nigeria,Business,Unemployed,963,2,Business Meeting,28,No,7.5,1
57,Germany,Work,Employed,9607,1,Employment,199,Yes,0.5,0
50,India,Tourist,Employed,9285,3,Leisure,17,No,3.0,0
30,Egypt,Student,Student,7678,0,Education,17,No,3.5,0
44,USA,Student,Employed,7307,6,Education,-7,No,1.0,0
48,Kenya,Student,Employed,4230,2,Education,42,Yes,2.0,0
25,India,Business,Employed,4349,3,Business Meeting,27,Yes,2.0,0
22,South Africa,Tourist,Self-Employed,4177,3,Leisure,13,No,2.0,0
34,Germany,Business,Employed,6757,7,Business Meeting,50,No,1.0,0
36,Nigeria,Student,Student,7721,1,Education,10,No,4.0,1
24,India,Tourist,Employed,6436,2,Leisure,9,No,3.0,0
39,Ghana,Student,Student,4222,1,Education,33,No,3.0,0
23,Germany,Student,Student,4448,1,Education,21,Yes,0.0,0
43,UK,Business,Employed,6858,3,Business Meeting,-7,No,1.0,0
44,Pakistan,Work,Employed,3816,1,Employment,180,Yes,3.5,0
28,Nigeria,Tourist,Employed,9040,2,Family Visit,15,No,4.0,1
29,Pakistan,Business,Student,6525,1,Business Meeting,9,No,4.0,1
48,Ghana,Business,Employed,4636,1,Business Meeting,26,No,3.0,0
22,Nigeria,Student,Unemployed,1026,0,Education,14,Yes,7.0,1
54,South Africa,Work,Self-Employed,6957,1,Employment,187,Yes,1.5,0
